#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
scaffold746_3_MH0065/683-609                -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.57   0.0   59.7   1.4e-10 !   -
scaffold39251_4_MH0042/221-295              -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.57   0.0   59.7   1.4e-10 !   -
C1639909_1_MH0013/2411-2485                 -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
scaffold35204_1_MH0026/6725-6799            -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
scaffold14141_3_MH0045/883-809              -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
scaffold14922_1_MH0051/1052-978             -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
scaffold28718_1_MH0056/1344-1418            -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
scaffold16641_4_MH0063/1234-1308            -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
scaffold50632_1_MH0072/2798-2724            -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
scaffold26930_1_MH0086/3060-3134            -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
scaffold14063_1_O2.UC-13/618-692            -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
scaffold9014_1_V1.UC-21/5176-5102           -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
SRS013521_C1473310/283-209                  -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
SRS014923_WUGC_scaffold_18994/351-277       -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
SRS015578_WUGC_scaffold_46056/4-78          -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
SRS016753_C1004072/106-32                   -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
SRS018656_WUGC_scaffold_4438/1346-1420      -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
SRS019030_Baylor_scaffold_4127/1436-1362    -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
SRS020233_C4124420/569-495                  -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
SRS022137_WUGC_scaffold_54468/1-75          -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
SRS024140_C1155035/4-78                     -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
SRS024331_C2277201/654-580                  -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
SRS043001_WUGC_scaffold_39924/4892-4966     -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
SRS043701_LANL_scaffold_3334/4103-4177      -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
SRS047014_WUGC_scaffold_8364/568-494        -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
SRS049959_WUGC_scaffold_13587/148-74        -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
SRS050422_C2652729/350-276                  -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
SRS055982_Baylor_scaffold_18182/2424-2498   -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
SRS056519_LANL_scaffold_26674/175-249       -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
4491403.3_NODE_55271/869-795                -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
4491406.3_NODE_1145/3347-3421               -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
4491490.3_NODE_16285/849-775                -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
SRS018313_C7946792/403-329                  -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
DLM008_scaffold52843_6/2531-2605            -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
DOF003_scaffold44130_1/2955-2881            -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
DOM019_scaffold39498_1/41-115               -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
NLF007_scaffold29958_4/611-685              -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
NOF001_scaffold54568_1/3115-3189            -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
scaffold8481_1_MH0003/2623-2549             -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
scaffold735_1_MH0010/850-776                -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
scaffold11923_1_MH0019/841-767              -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
scaffold65080_1_MH0043/147-73               -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
scaffold2163_1_MH0049/357-283               -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
scaffold13134_2_MH0054/2639-2713            -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
scaffold13243_2_MH0061/2157-2231            -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
scaffold18069_1_MH0070/753-679              -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
scaffold16621_3_MH0082/2549-2475            -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
scaffold3326_3_O2.UC-12/540-466             -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
scaffold23498_1_V1.CD-6/2594-2520           -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
SRS011302_Baylor_scaffold_23062/749-675     -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
SRS014683_WUGC_scaffold_49092/1009-935      -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
SRS015133_WUGC_scaffold_1367/1312-1238      -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
SRS015960_WUGC_scaffold_17464/1618-1544     -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
SRS016989_Baylor_scaffold_18599/1116-1042   -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
SRS018817_C1899582/152-78                   -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
SRS019161_WUGC_scaffold_8094/130-56         -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
SRS020328_Baylor_scaffold_9152/149-75       -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
SRS022609_C3286270/542-616                  -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
SRS024265_LANL_scaffold_14801/550-476       -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
SRS024435_C2913683/357-283                  -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
SRS043411_WUGC_scaffold_12018/162-88        -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
SRS045004_LANL_scaffold_6499/168-242        -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
SRS048870_WUGC_scaffold_563/452-378         -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
SRS049995_C2607205/1008-1082                -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
SRS053398_LANL_scaffold_24587/4575-4649     -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
SRS056259_C1823484/564-490                  -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
SRS063985_LANL_scaffold_6642/4962-5036      -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
4491404.3_NODE_101022/156-82                -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
4491413.3_NODE_3682/762-688                 -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
AJWY01008955.1/340-266                      -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
DLF005_C844998_1/603-529                    -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
DLM019_scaffold3304_3/840-766               -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
DOM018_C487957_1/440-366                    -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
DOM024_scaffold48869_2/568-494              -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
NLM026_scaffold3819_1/1293-1219             -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
NOF014_scaffold33559_3/1011-937             -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
scaffold9816_2_MH0002/81-7                  -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.7   1.4e-10 !   -
4491407.3_NODE_2979/6355-6419               -         Pistol               RF02679    cm        1       70        1       65      +    no    1 0.65   0.0   59.7   1.5e-10 !   -
SRS014235_C3526264/713-648                  -         Pistol               RF02679    cm        1       70        1       66      +    no    1 0.68   0.0   59.7   1.5e-10 !   -
NZ_KB850948.1/59623-59690                   -         Pistol               RF02679    cm        1       70        1       68      +    no    1 0.47   0.0   59.6   1.5e-10 !   -
scaffold3214_5_MH0011/540-465               -         Pistol               RF02679    cm        1       70        1       76      +    no    1 0.58   0.0   59.5   1.6e-10 !   -
20090826-Illumina_contig51408/210-144       -         Pistol               RF02679    cm        1       70        1       67      +    no    1 0.55   0.0   59.5   1.6e-10 !   -
20090826-454-08595/105-39                   -         Pistol               RF02679    cm        1       70        1       67      +    no    1 0.55   0.0   59.5   1.6e-10 !   -
4443755.3.49209/37-110                      -         Pistol               RF02679    cm        1       70        1       74      +    no    1 0.47   0.0   59.3   1.8e-10 !   -
SRS077730_C1456660/2670-2595                -         Pistol               RF02679    cm        1       70        1       76      +    no    1 0.61   0.0   59.3   1.8e-10 !   -
SRS016495_LANL_scaffold_2590/362-287        -         Pistol               RF02679    cm        1       70        1       76      +    no    1 0.61   0.0   59.3   1.8e-10 !   -
LV_Brine_h2_0102_1077468/431-360            -         Pistol               RF02679    cm        1       70        1       72      +    no    1 0.42   0.0   59.3   1.9e-10 !   -
JGI1221J11331_1060072/294-365               -         Pistol               RF02679    cm        1       70        1       72      +    no    1 0.42   0.0   59.3   1.9e-10 !   -
scaffold16686_4_O2.UC-22/2859-2785          -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.57   0.0   59.2   1.9e-10 !   -
scaffold16953_3_MH0023/513-439              -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.57   0.0   59.2   1.9e-10 !   -
SRS045713_WUGC_scaffold_23280/304-230       -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.59   0.0   59.1     2e-10 !   -
scaffold106379_3_MH0056/455-388             -         Pistol               RF02679    cm        1       70        1       68      +    no    1 0.53   0.0   58.8   2.3e-10 !   -
MA40A_GDRVJ9S02I7AH5_left/87-21             -         Pistol               RF02679    cm        1       70        1       67      +    no    1 0.57   0.0   58.7   2.6e-10 !   -
BS_KBB_SWE26_205m_c1114943/205-297          -         Pistol               RF02679    cm        1       70        1       93      +    no    3 0.46   0.0   58.7   2.6e-10 !   -
BS_KBA_SWE21_205m_10011277/391-299          -         Pistol               RF02679    cm        1       70        1       93      +    no    3 0.46   0.0   58.7   2.6e-10 !   -
SRS015065_WUGC_scaffold_36847/525-454       -         Pistol               RF02679    cm        1       70        1       72      +    no    1 0.56   0.0   58.6   2.7e-10 !   -
HCF12C_260097/93-156                        -         Pistol               RF02679    cm        1       70        1       64      +    no    1 0.50   0.0   58.6   2.7e-10 !   -
SRS015578_C2538900/222-147                  -         Pistol               RF02679    cm        1       70        1       76      +    no    1 0.49   0.0   58.6   2.7e-10 !   -
NZ_JH126431.1/674694-674757                 -         Pistol               RF02679    cm        1       70        1       64      +    no    1 0.47   0.0   58.5   2.8e-10 !   -
SRMUA_GNVGR9Q01DSTSU/165-230                -         Pistol               RF02679    cm        1       70        1       66      +    no    1 0.55   0.0   58.5   2.8e-10 !   -
SRMUA_GNVGR9Q01C7FRF/137-202                -         Pistol               RF02679    cm        1       70        1       66      +    no    1 0.55   0.0   58.5   2.8e-10 !   -
JGI20158J14315_10061369/838-902             -         Pistol               RF02679    cm        1       70        1       65      +    no    1 0.46   0.0   58.5   2.8e-10 !   -
P_1C_Sed_3_UnCty_1050414/354-284            -         Pistol               RF02679    cm        1       70        1       71      +    no    1 0.61   0.0   58.5   2.8e-10 !   -
DelMOWin2010_c10055187/1267-1331            -         Pistol               RF02679    cm        1       70        1       65      +    no    1 0.45   0.0   58.5   2.9e-10 !   -
LWAnN_GIDYKCY01AG9SB/34-99                  -         Pistol               RF02679    cm        1       70        1       66      +    no    1 0.41   0.0   58.4   2.9e-10 !   -
JCVI_SCAF_1096627282643/1909-1844           -         Pistol               RF02679    cm        1       70        1       66      +    no    1 0.48   0.0   58.4   2.9e-10 !   -
SRS018313_C7959630/1354-1288                -         Pistol               RF02679    cm        1       70        1       67      +    no    1 0.60   0.0   58.4     3e-10 !   -
NC_021035.1/241377-241311                   -         Pistol               RF02679    cm        1       70        1       67      +    no    1 0.60   0.0   58.4     3e-10 !   -
scaffold2452_3_MH0059/820-754               -         Pistol               RF02679    cm        1       70        1       67      +    no    1 0.60   0.0   58.4     3e-10 !   -
scaffold38202_3_MH0067/1117-1051            -         Pistol               RF02679    cm        1       70        1       67      +    no    1 0.60   0.0   58.4     3e-10 !   -
SRS015217_WUGC_scaffold_6606/22618-22552    -         Pistol               RF02679    cm        1       70        1       67      +    no    1 0.60   0.0   58.4     3e-10 !   -
scaffold75779_2_MH0083/145-79               -         Pistol               RF02679    cm        1       70        1       67      +    no    1 0.60   0.0   58.4     3e-10 !   -
SRS015133_WUGC_scaffold_4781/25233-25167    -         Pistol               RF02679    cm        1       70        1       67      +    no    1 0.60   0.0   58.4     3e-10 !   -
SRS017103_C2708552/549-483                  -         Pistol               RF02679    cm        1       70        1       67      +    no    1 0.60   0.0   58.4     3e-10 !   -
SRS051882_C2566519/1380-1314                -         Pistol               RF02679    cm        1       70        1       67      +    no    1 0.60   0.0   58.4     3e-10 !   -
JGI1221J11331_1042826/472-536               -         Pistol               RF02679    cm        1       70        1       65      +    no    1 0.51   0.0   58.3   3.2e-10 !   -
LV_Brine_h2_0102_1082486/273-209            -         Pistol               RF02679    cm        1       70        1       65      +    no    1 0.51   0.0   58.3   3.2e-10 !   -
LV_Brine_h2_0102_1180717/7-71               -         Pistol               RF02679    cm        1       70        1       65      +    no    1 0.51   0.0   58.3   3.2e-10 !   -
4491411.3_NODE_2292/10252-10180             -         Pistol               RF02679    cm        1       70        1       73      +    no    1 0.56   0.0   58.3   3.2e-10 !   -
ASHM260b_GI4DNEO02HQRT3/110-178             -         Pistol               RF02679    cm        1       70        1       69      +    no    1 0.46   0.0   58.2   3.4e-10 !   -
LV_Brine_h2_0102_1084320/410-474            -         Pistol               RF02679    cm        1       70        1       65      +    no    1 0.51   0.0   58.1   3.6e-10 !   -
scaffold21525_5_MH0006/17445-17372          -         Pistol               RF02679    cm        1       70        1       74      +    no    1 0.38   0.0   58.1   3.6e-10 !   -
SL_1KL_011_SED_10862280/185-114             -         Pistol               RF02679    cm        1       70        1       72      +    no    1 0.60   0.0   58.0   3.7e-10 !   -
SRS050925_C1937685/123-52                   -         Pistol               RF02679    cm        1       70        1       72      +    no    1 0.65   0.0   57.8   4.2e-10 !   -
SRS014923_WUGC_scaffold_4242/181-252        -         Pistol               RF02679    cm        1       70        1       72      +    no    1 0.65   0.0   57.8   4.2e-10 !   -
IMNBGM34_c151206/235-168                    -         Pistol               RF02679    cm        1       70        1       68      +    no    1 0.46   0.0   57.7   4.4e-10 !   -
LV_Brine_h2_0102_1063128/455-391            -         Pistol               RF02679    cm        1       70        1       65      +    no    1 0.48   0.0   57.7   4.5e-10 !   -
JGI1221J11331_1085485/123-59                -         Pistol               RF02679    cm        1       70        1       65      +    no    1 0.48   0.0   57.7   4.5e-10 !   -
NZ_AOFM01000019.1/88362-88300               -         Pistol               RF02679    cm        1       70        1       63      +    no    1 0.56   0.0   57.7   4.5e-10 !   -
BMHBC_2_5701378/29-103                      -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.40   0.0   57.5     5e-10 !   -
SRS022071_C2801175/262-175                  -         Pistol               RF02679    cm        1       70        1       88      +    no    1 0.62   0.0   57.4   5.1e-10 !   -
SRS012273_Baylor_scaffold_38229/3947-4034   -         Pistol               RF02679    cm        1       70        1       88      +    no    1 0.62   0.0   57.4   5.1e-10 !   -
SRS063040_Baylor_scaffold_20738/370-434     -         Pistol               RF02679    cm        1       70        1       65      +    no    1 0.71   0.0   57.4   5.2e-10 !   -
RUMENNODE_3864222_1/30429-30365             -         Pistol               RF02679    cm        1       70        1       65      +    no    1 0.58   0.0   57.4   5.2e-10 !   -
JGI20151J14362_10358429/154-219             -         Pistol               RF02679    cm        1       70        1       66      +    no    1 0.47   0.0   57.3   5.6e-10 !   -
HCF12C_238140/703-777                       -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.49   0.0   57.3   5.6e-10 !   -
4448816.3_Contig469/822-747                 -         Pistol               RF02679    cm        1       70        1       76      +    no    1 0.62   0.0   57.1   6.1e-10 !   -
4448819.3_Contig4499/822-747                -         Pistol               RF02679    cm        1       70        1       76      +    no    1 0.62   0.0   57.1   6.1e-10 !   -
4448807.3_Contig2747/179-254                -         Pistol               RF02679    cm        1       70        1       76      +    no    1 0.62   0.0   57.1   6.1e-10 !   -
4448815.3_Contig2126/1450-1525              -         Pistol               RF02679    cm        1       70        1       76      +    no    1 0.62   0.0   57.1   6.1e-10 !   -
4448818.3_Contig1079/1495-1420              -         Pistol               RF02679    cm        1       70        1       76      +    no    1 0.62   0.0   57.1   6.1e-10 !   -
4491416.3_NODE_317/3064-2989                -         Pistol               RF02679    cm        1       70        1       76      +    no    1 0.62   0.0   57.1   6.1e-10 !   -
4448808.3_Contig243/1489-1414               -         Pistol               RF02679    cm        1       70        1       76      +    no    1 0.62   0.0   57.1   6.1e-10 !   -
scaffold82103_1_V1.UC-6/181-245             -         Pistol               RF02679    cm        1       70        1       65      +    no    1 0.60   0.0   57.1   6.2e-10 !   -
SRS019787_WUGC_scaffold_21996/843-910       -         Pistol               RF02679    cm        1       70        1       68      +    no    1 0.59   0.0   57.0   6.6e-10 !   -
SRS053335_C2380589/199-266                  -         Pistol               RF02679    cm        1       70        1       68      +    no    1 0.59   0.0   57.0   6.6e-10 !   -
JGI12698J15209_1003155/604-532              -         Pistol               RF02679    cm        1       70        1       73      +    no    1 0.47   0.0   56.8   7.5e-10 !   -
JGI1221J11331_1160579/245-180               -         Pistol               RF02679    cm        1       70        1       66      +    no    1 0.50   0.0   56.7   7.9e-10 !   -
SRS011529_C4772227/2610-2674                -         Pistol               RF02679    cm        1       70        1       65      +    no    1 0.49   0.0   56.6     8e-10 !   -
ASHM485B_GQ8TDHF02FWZEL/262-199             -         Pistol               RF02679    cm        1       70        1       64      +    no    1 0.52   0.0   56.6     8e-10 !   -
2200585061/239-167                          -         Pistol               RF02679    cm        1       70        1       73      +    no    1 0.45   0.0   56.6   8.1e-10 !   -
RUMENNODE_1945026_35000/5825-5757           -         Pistol               RF02679    cm        1       70        1       69      +    no    3 0.49   0.0   56.6   8.1e-10 !   -
DelMOWin2010_c10709957/156-92               -         Pistol               RF02679    cm        1       70        1       65      +    no    1 0.55   0.0   56.5   8.7e-10 !   -
20090826-454-04636/52-114                   -         Pistol               RF02679    cm        1       70        1       63      +    no    1 0.46   0.0   56.5   8.9e-10 !   -
LV_Brine_h2_0102_1148242/51-115             -         Pistol               RF02679    cm        1       70        1       65      +    no    1 0.51   0.0   56.4   9.4e-10 !   -
DLM018_scaffold46606_3/3219-3144            -         Pistol               RF02679    cm        1       70        1       76      +    no    1 0.55   0.0   56.3   9.6e-10 !   -
scaffold19354_1_O2.UC-20/326-260            -         Pistol               RF02679    cm        1       70        1       67      +    no    1 0.55   0.0   56.3   9.9e-10 !   -
SRS013687_C2502060/275-341                  -         Pistol               RF02679    cm        1       70        1       67      +    no    1 0.55   0.0   56.3   9.9e-10 !   -
SRS023914_C1910779/263-197                  -         Pistol               RF02679    cm        1       70        1       67      +    no    1 0.55   0.0   56.3   9.9e-10 !   -
UnmappedStool_Broad_C253374458/85-151       -         Pistol               RF02679    cm        1       70        1       67      +    no    1 0.55   0.0   56.3   9.9e-10 !   -
UnmappedStool_Broad_scaffold_878672/936-865 -         Pistol               RF02679    cm        1       70        1       72      +    no    1 0.57   0.0   56.2     1e-09 !   -
SRS058770_C1639897/90-19                    -         Pistol               RF02679    cm        1       70        1       72      +    no    1 0.57   0.0   56.2     1e-09 !   -
4491413.3_NODE_29430/1372-1443              -         Pistol               RF02679    cm        1       70        1       72      +    no    1 0.57   0.0   56.2     1e-09 !   -
C4844473_1_MH0086/335-406                   -         Pistol               RF02679    cm        1       70        1       72      +    no    1 0.57   0.0   56.2     1e-09 !   -
SRS050752_LANL_scaffold_25349/337-408       -         Pistol               RF02679    cm        1       70        1       72      +    no    1 0.57   0.0   56.2     1e-09 !   -
scaffold3945_4_MH0036/232-158               -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.60   0.0   56.0   1.1e-09 !   -
ADL5mRS1u_GM034OG01EIKMO/85-157             -         Pistol               RF02679    cm        1       70        1       73      +    no    1 0.58   0.0   56.0   1.2e-09 !   -
LV_Brine_h2_0102_1114214/346-282            -         Pistol               RF02679    cm        1       70        1       65      +    no    1 0.48   0.0   56.0   1.2e-09 !   -
JGI1221J11331_1115107/202-138               -         Pistol               RF02679    cm        1       70        1       65      +    no    1 0.48   0.0   56.0   1.2e-09 !   -
4491686.3.1035342/835-768                   -         Pistol               RF02679    cm        1       70        1       68      +    no    1 0.71   0.0   56.0   1.2e-09 !   -
AJWY01005482.1/272-208                      -         Pistol               RF02679    cm        1       70        1       65      +    no    1 0.66   0.0   55.9   1.2e-09 !   -
ASLM90b_GN81PCX02FZMYL/194-262              -         Pistol               RF02679    cm        1       70        1       69      +    no    1 0.46   0.0   55.6   1.4e-09 !   -
ASMM170b_GJFD58A01C74LO/294-206             -         Pistol               RF02679    cm        1       70        1       89      +    no    1 0.54   0.0   55.6   1.5e-09 !   -
SRS020233_C4272895/5268-5334                -         Pistol               RF02679    cm        1       70        1       67      +    no    1 0.61   0.0   55.6   1.5e-09 !   -
UnmappedStool_Broad_C253507050/903-826      -         Pistol               RF02679    cm        1       70        1       78      +    no    1 0.50   0.0   55.6   1.5e-09 !   -
JGI20158J14315_10065826/995-922             -         Pistol               RF02679    cm        1       70        1       74      +    no    1 0.41   0.0   55.5   1.5e-09 !   -
scaffold46565_1_V1.CD-9/130-202             -         Pistol               RF02679    cm        1       70        1       73      +    no    1 0.58   0.0   55.5   1.5e-09 !   -
scaffold16893_8_V1.UC-8/327-415             -         Pistol               RF02679    cm        1       70        1       89      +    no    1 0.66   0.0   55.5   1.5e-09 !   -
DLM021_scaffold43216_3/2881-2807            -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.60   0.0   55.4   1.6e-09 !   -
SRS013521_LANL_scaffold_21007/603-528       -         Pistol               RF02679    cm        1       70        1       76      +    no    1 0.62   0.0   55.4   1.6e-09 !   -
SRS021484_C1946977/152-77                   -         Pistol               RF02679    cm        1       70        1       76      +    no    1 0.62   0.0   55.4   1.6e-09 !   -
scaffold22826_1_MH0012/3-78                 -         Pistol               RF02679    cm        1       70        1       76      +    no    1 0.62   0.0   55.4   1.6e-09 !   -
UnmappedStool_Broad_C253190914/334-265      -         Pistol               RF02679    cm        1       70        1       70      +    no    1 0.50   0.0   55.4   1.6e-09 !   -
AF_2010_repII_A1_10015305/1614-1691         -         Pistol               RF02679    cm        1       70        1       78      +    no    3 0.44   0.0   55.3   1.7e-09 !   -
NZ_JH126438.1/131374-131437                 -         Pistol               RF02679    cm        1       70        1       64      +    no    1 0.50   0.0   55.3   1.7e-09 !   -
JGI20151J14362_10121394/452-383             -         Pistol               RF02679    cm        1       70        1       70      +    no    1 0.56   0.0   55.3   1.7e-09 !   -
SRS016335_WUGC_scaffold_3018/6945-7019      -         Pistol               RF02679    cm        1       70        1       75      +    no    1 0.49   0.0   55.1   1.9e-09 !   -
2227465196/1896-1831                        -         Pistol               RF02679    cm        1       70        1       66      +    no    1 0.61   0.0   55.1   1.9e-09 !   -
TDF_OR_ARG04_123m_c1019785/442-382          -         Pistol               RF02679    cm        1       70        1       61      +    no    1 0.43   0.0   55.0     2e-09 !   -
SRS064276_C2334391/189-125                  -         Pistol               RF02679    cm        1       70        1       65      +    no    1 0.63   0.0   54.9   2.1e-09 !   -
4491482.3_NODE_591/1533-1469                -         Pistol               RF02679    cm        1       70        1       65      +    no    1 0.63   0.0   54.9   2.1e-09 !   -
SRS018817_WUGC_scaffold_27459/794-730       -         Pistol               RF02679    cm        1       70        1       65      +    no    1 0.63   0.0   54.9   2.1e-09 !   -
SRS024435_LANL_scaffold_29402/17796-17860   -         Pistol               RF02679    cm        1       70        1       65      +    no    1 0.63   0.0   54.9   2.1e-09 !   -
scaffold10334_1_MH0057/20982-21046          -         Pistol               RF02679    cm        1       70        1       65      +    no    1 0.63   0.0   54.9   2.1e-09 !   -
